language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
OSSETIC	oss	yellow	1424	yellow	bur	yellow:M	
OSSETIC_IRON	oss	yellow	1424	yellow	bur	yellow:M	
OSSETIC_DIGOR	oss	yellow	1424	yellow	borɐ	yellow:M	
ASSAMESE	asm	yellow	1424	yellow	hɔlɔdhia	yellow:L	
ORIYA	ori	yellow	1424	yellow	hɔɭɔdia	yellow:L	
BIHARI	mai	yellow	1424	yellow	piyər	yellow:H	
MAGAHI	mag	yellow	1424	yellow	piər	yellow:H	
URDU	urd	yellow	1424	yellow	pilɑ	yellow:H	
MARATHI	mar	yellow	1424	yellow	piwɭa	yellow:H	
OLD_CHURCH_SLAVONIC	chu	yellow	1424	yellow	ʒl̩ʲtʊ̆	yellow:A	
SERBO-CROATIAN	srp	yellow	1424	yellow	ʒûːt	yellow:A	
BULGARIAN	bul	yellow	1424	yellow	ʒɤɫt	yellow:A	
MACEDONIAN	mkd	yellow	1424	yellow	ʒolt	yellow:A	
RUSSIAN	rus	yellow	1424	yellow	ʐɔɫtɨj	yellow:A	
POLISH	pol	yellow	1424	yellow	ˈʐuwtɘ̟	yellow:A	
BELARUSIAN	bel	yellow	1424	yellow	ˈʐɔwtɨ	yellow:A	
UKRAINIAN	ukr	yellow	1424	yellow	ˈʐɔʋtɪj	yellow:A	
SLOVAK	slk	yellow	1424	yellow	ˈʒl̩tiː	yellow:A	
CZECH	ces	yellow	1424	yellow	ˈʒlutiː	yellow:A	
SORBIAN_UPPER	hsb	yellow	1424	yellow	ˈʒotɘ̟	yellow:A	
SORBIAN_LOWER	dsb	yellow	1424	yellow	ˈʐowtɘ̟	yellow:A	
SLOVENIAN	slv	yellow	1424	yellow	ruˈmɛn	yellow:R	
OLD_NORSE	non	yellow	1424	yellow	ɡulr	yellow:A	
ICELANDIC	isl	yellow	1424	yellow	ˈɡ̊ʏːlʏr	yellow:A	
FAROESE	fao	yellow	1424	yellow	ˈɡ̊uːlʊɹ	yellow:A	
NORWEGIAN_RIKSMAL	nor	yellow	1424	yellow	ɡʉːɽ	yellow:A	
STAVANGERSK		yellow	1424	yellow	ˈɡʉːlə	yellow:A	
OLD_SWEDISH		yellow	1424	yellow	ɡuːl	yellow:A	
SWEDISH	swe	yellow	1424	yellow	ɡʉːl	yellow:A	
ELFDALIAN	qov	yellow	1424	yellow	gʉəl	yellow:A	
DANISH	dan	yellow	1424	yellow	guˀl	yellow:A	
DANISH_FJOLDE		yellow	1424	yellow	ɡuːl	yellow:A	
GUTNISH_LAU		yellow	1424	yellow	ˈɡɛular	yellow:A	
ENGLISH	eng	yellow	1424	yellow	jɛləʊ	yellow:A	
FRISIAN	frs	yellow	1424	yellow	ge:l	yellow:A	
DUTCH	nld	yellow	1424	yellow	ɣel	yellow:A	
GERMAN	deu	yellow	1424	yellow	gɛlp	yellow:A	
CATALAN	cat	yellow	1424	yellow	gɾɔk	yellow:E	
PORTUGUESE	por	yellow	1424	yellow	ɐmɐˈɾɛlu	yellow:C	
SPANISH	spa	yellow	1424	yellow	amaɾiʎo	yellow:C	
FRENCH	fra	yellow	1424	yellow	ʒon	yellow:F	
ITALIAN	ita	yellow	1424	yellow	dʒallo	yellow:F	
OLD_IRISH	sga	yellow	1424	yellow	budʹe	yellow:I	
MIDDLE_CORNISH	cor	yellow	1424	yellow	mɛlɪn	yellow:D	
MIDDLE_BRETON		yellow	1424	yellow	ˈmeːlen	yellow:D	
BRETON	bre	yellow	1424	yellow	ˈmeːlǝn	yellow:D	
ANCIENT_GREEK	grc	snow	784	snow	kʰiɔ́ːn	snow:D	
GREEK	ell	snow	784	snow	ˈço̞ni	snow:D	
CLASSICAL_ARMENIAN	xcl	snow	784	snow	jiwn	snow:D	
ARMENIAN_EASTERN	hye	snow	784	snow	ʣɪ̯un	snow:D	
OSSETIC	oss	snow	784	snow	mit	snow:F	
OSSETIC_IRON	oss	snow	784	snow	mit	snow:F	
OSSETIC_DIGOR	oss	snow	784	snow	met	snow:F	
ASSAMESE	asm	snow	784	snow	bɒrɒph	snow:A	
ORIYA	ori	snow	784	snow	bɔrɔphɔ	snow:A	
BIHARI	mai	snow	784	snow	bərph_khəsəb	snow:A	
URDU	urd	snow	784	snow	bəɾf	snow:A	
MARATHI	mar	snow	784	snow	bəɾfə	snow:A	
OLD_CHURCH_SLAVONIC	chu	snow	784	snow	snægʊ̆	snow:B	
SERBO-CROATIAN	srp	snow	784	snow	snjɛ̂ːɡ	snow:B	
BULGARIAN	bul	snow	784	snow	snʲaɡ	snow:B	
MACEDONIAN	mkd	snow	784	snow	sneɡ	snow:B	
RUSSIAN	rus	snow	784	snow	snʲɛg	snow:B	
POLISH	pol	snow	784	snow	ɕɲɛɡ	snow:B	
BELARUSIAN	bel	snow	784	snow	sʲnʲɛɣ	snow:B	
UKRAINIAN	ukr	snow	784	snow	sniɦ	snow:B	
SLOVAK	slk	snow	784	snow	sɲɛɦ	snow:B	
CZECH	ces	snow	784	snow	sɲiːɦ	snow:B	
SORBIAN_UPPER	hsb	snow	784	snow	snʲɪ	snow:B	
SORBIAN_LOWER	dsb	snow	784	snow	sɲɪɡ	snow:B	
SLOVENIAN	slv	snow	784	snow	snêːɡ	snow:B	
OLD_NORSE	non	snow	784	snow	snjoːr	snow:B	
ICELANDIC	isl	snow	784	snow	stnjouːr	snow:B	
FAROESE	fao	snow	784	snow	ˈsnjɛɡ̊vʊɹ	snow:B	
FAROESE	fao	snow	784	snow	ˈkʰɛaːvɪ	snow:I	
NORWEGIAN_RIKSMAL	nor	snow	784	snow	sneː	snow:B	
STAVANGERSK		snow	784	snow	snøː	snow:B	
OLD_SWEDISH		snow	784	snow	snjoːr	snow:B	
SWEDISH	swe	snow	784	snow	snøː	snow:B	
ELFDALIAN	qov	snow	784	snow	snɪʉ̃ə̃	snow:B	
DANISH	dan	snow	784	snow	sneˀ	snow:B	
DANISH_FJOLDE		snow	784	snow	snie	snow:B	
GUTNISH_LAU		snow	784	snow	snoɪ	snow:B	
ENGLISH	eng	snow	784	snow	snəʊ	snow:B	
FRISIAN	frs	snow	784	snow	sni.ə	snow:B	
DUTCH	nld	snow	784	snow	snew	snow:B	
GERMAN	deu	snow	784	snow	ʃne:	snow:B	
LATIN	lat	snow	784	snow	niks	snow:B	
CATALAN	cat	snow	784	snow	new	snow:B	
PORTUGUESE	por	snow	784	snow	ˈnɛvɨ	snow:B	
SPANISH	spa	snow	784	snow	njeβe	snow:B	
FRENCH	fra	snow	784	snow	nɛʒ	snow:B	
ITALIAN	ita	snow	784	snow	neve	snow:B	
OLD_IRISH	sga	snow	784	snow	sʹnʹexte	snow:B	
MIDDLE_CORNISH	cor	snow	784	snow	ɛrx	snow:E	
IRISH	gle	snow	784	snow	ˈʃnʲãxt̪ˠə	snow:B	
ANCIENT_GREEK	grc	sing	1261	sing	áːjdɔː	sing:L	
GREEK	ell	sing	1261	sing	ˌtraɣuˈðo̞	sing:H	
CLASSICAL_ARMENIAN	xcl	sing	1261	sing	ergem	sing:E	
ARMENIAN_EASTERN	hye	sing	1261	sing	jɛɾˈkʰɛl	sing:E	
OSSETIC	oss	sing	1261	sing	zarɨn	sing:A	
OSSETIC_IRON	oss	sing	1261	sing	žar-	sing:A	
OSSETIC_DIGOR	oss	sing	1261	sing	zar-	sing:A	
ASSAMESE	asm	sing	1261	sing	ga	sing:F	
ORIYA	ori	sing	1261	sing	ga-	sing:F	
BIHARI	mai	sing	1261	sing	gaeəb	sing:F	
URDU	urd	sing	1261	sing	ɡɑnə	sing:F	
MARATHI	mar	sing	1261	sing	gaɳe	sing:F	
OLD_CHURCH_SLAVONIC	chu	sing	1261	sing	pæti	sing:G	
SERBO-CROATIAN	srp	sing	1261	sing	pjɛ̂vati	sing:G	
BULGARIAN	bul	sing	1261	sing	ˈpɛjə	sing:G	
MACEDONIAN	mkd	sing	1261	sing	ˈpe.ɛ	sing:G	
RUSSIAN	rus	sing	1261	sing	pʲɛtʲ	sing:G	
POLISH	pol	sing	1261	sing	ˈɕpjɛvatɕ	sing:G	
BELARUSIAN	bel	sing	1261	sing	sʲpʲaˈvatsʲ	sing:G	
UKRAINIAN	ukr	sing	1261	sing	spiˈʋatɪ	sing:G	
SLOVAK	slk	sing	1261	sing	ˈspiɛvac	sing:G	
CZECH	ces	sing	1261	sing	ˈspiːvat	sing:G	
SORBIAN_UPPER	hsb	sing	1261	sing	ˈspɪwatʃ	sing:G	
SORBIAN_LOWER	dsb	sing	1261	sing	ˈspiwaɕ	sing:G	
SLOVENIAN	slv	sing	1261	sing	ˈpěːti	sing:G	
OLD_NORSE	non	sing	1261	sing	ˈsynɣva	sing:B	
OLD_NORSE	non	sing	1261	sing	ˈɡala	sing:R	
ICELANDIC	isl	sing	1261	sing	ˈsɪɲca	sing:B	
FAROESE	fao	sing	1261	sing	ˈsɪɲd̥ʒa	sing:B	
FAROESE	fao	sing	1261	sing	ˈkvøːa	sing:J	
NORWEGIAN_RIKSMAL	nor	sing	1261	sing	ˈsʏ̀ŋːə	sing:B	
STAVANGERSK		sing	1261	sing	ˈsʏ̀ŋːa	sing:B	
OLD_SWEDISH		sing	1261	sing	ˈsjuŋːa	sing:B	
OLD_SWEDISH		sing	1261	sing	ˈkvæːða	sing:J	
SWEDISH	swe	sing	1261	sing	ˈɧɵ̀ŋːa	sing:B	
ELFDALIAN	qov	sing	1261	sing	ˈkwɛ̀ðɔ	sing:J	
DANISH	dan	sing	1261	sing	ˈsøŋə	sing:B	
DANISH_FJOLDE		sing	1261	sing	kveæ	sing:J	
GUTNISH_LAU		sing	1261	sing	ˈsɪŋɡɛ	sing:B	
ENGLISH	eng	sing	1261	sing	sɪŋ	sing:B	
FRISIAN	frs	sing	1261	sing	sjoŋə	sing:B	
DUTCH	nld	sing	1261	sing	zɪŋən	sing:B	
GERMAN	deu	sing	1261	sing	zɪŋən	sing:B	
LATIN	lat	sing	1261	sing	ˈkanere	sing:D	
PORTUGUESE	por	sing	1261	sing	kɐ̃ˈtaɾ	sing:D	
SPANISH	spa	sing	1261	sing	kantaɾ	sing:D	
FRENCH	fra	sing	1261	sing	ʃɑ̃te	sing:D	
ITALIAN	ita	sing	1261	sing	kantare	sing:D	
OLD_IRISH	sga	sing	1261	sing	kanəðʹ	sing:D	
MIDDLE_CORNISH	cor	sing	1261	sing	kana	sing:D	
IRISH	gle	sing	1261	sing	kan̪ˠ	sing:D	
ANCIENT_GREEK	grc	tail	1220	tail	kérkos	tail:Al	
ANCIENT_GREEK	grc	tail	1220	tail	ou̯rá	tail:O	
GREEK	ell	tail	1220	tail	ura	tail:O	
ARMENIAN_EASTERN	hye	tail	1220	tail	poʧʰ	tail:D	
OSSETIC	oss	tail	1220	tail	dɨmæɡ	tail:E	
OSSETIC_IRON	oss	tail	1220	tail	kɐzil	tail:Z	
OSSETIC_DIGOR	oss	tail	1220	tail	kɐdželɐ	tail:Z	
ASSAMESE	asm	tail	1220	tail	lɛz	tail:W	
ORIYA	ori	tail	1220	tail	lanjɔ	tail:W	
BIHARI	mai	tail	1220	tail	nəŋgair	tail:W	
URDU	urd	tail	1220	tail	d̪ʊm	tail:E	
MARATHI	mar	tail	1220	tail	ʃepʈi:	tail:V	
OLD_CHURCH_SLAVONIC	chu	tail	1220	tail	ɔpɑʃɪ̆	tail:H	
SERBO-CROATIAN	srp	tail	1220	tail	rɛ̂ːp	tail:R	
BULGARIAN	bul	tail	1220	tail	uˈpaʃkə	tail:H	
MACEDONIAN	mkd	tail	1220	tail	ˈopaʃka	tail:H	
RUSSIAN	rus	tail	1220	tail	xvɔst	tail:I	
POLISH	pol	tail	1220	tail	ˈɔɡɔn	tail:Q	
BELARUSIAN	bel	tail	1220	tail	xvɔst	tail:I	
UKRAINIAN	ukr	tail	1220	tail	xʋist	tail:I	
SLOVAK	slk	tail	1220	tail	xvɔst	tail:I	
CZECH	ces	tail	1220	tail	ˈɔtsas	tail:J	
SORBIAN_UPPER	hsb	tail	1220	tail	ˈwɔpuʃ	tail:H	
SORBIAN_LOWER	dsb	tail	1220	tail	ˈhɔɡɛn	tail:Q	
SLOVENIAN	slv	tail	1220	tail	rɛp	tail:R	
OLD_NORSE	non	tail	1220	tail	sporðr	tail:Ae	
OLD_NORSE	non	tail	1220	tail	ˈhali	tail:K	
OLD_NORSE	non	tail	1220	tail	stertr	tail:B	
OLD_NORSE	non	tail	1220	tail	ˈroːva	tail:T	
OLD_NORSE	non	tail	1220	tail	ˈveːli	tail:Ad	
ICELANDIC	isl	tail	1220	tail	ˈhaːlɪ	tail:K	
ICELANDIC	isl	tail	1220	tail	ˈrouːva	tail:T	
ICELANDIC	isl	tail	1220	tail	ˈstɛr̥tʰʏr	tail:B	
ICELANDIC	isl	tail	1220	tail	ˈvjɛːlɪ	tail:Ad	
ICELANDIC	isl	tail	1220	tail	ˈspɔrðʏr	tail:Ae	
FAROESE	fao	tail	1220	tail	ˈstɛɻ̊ʈʊɹ	tail:B	
FAROESE	fao	tail	1220	tail	saks	tail:Af	
FAROESE	fao	tail	1220	tail	veːl	tail:Ad	
FAROESE	fao	tail	1220	tail	svaiːv	tail:Ag	
FAROESE	fao	tail	1220	tail	ˈhɛaːlɪ	tail:K	
FAROESE	fao	tail	1220	tail	ˈɹɔuva	tail:T	
NORWEGIAN_RIKSMAL	nor	tail	1220	tail	ˈhàːlə	tail:K	
NORWEGIAN_RIKSMAL	nor	tail	1220	tail	ˈrʉ̀mpə	tail:Y	
NORWEGIAN_RIKSMAL	nor	tail	1220	tail	ˈròːʋə	tail:T	
NORWEGIAN_RIKSMAL	nor	tail	1220	tail	spuɖː	tail:Ae	
NORWEGIAN_RIKSMAL	nor	tail	1220	tail	ˈʋèːlə	tail:Ad	
NORWEGIAN_RIKSMAL	nor	tail	1220	tail	sʋans	tail:N	
NORWEGIAN_RIKSMAL	nor	tail	1220	tail	stjɛʈː	tail:B	
STAVANGERSK		tail	1220	tail	stæʁt	tail:B	
STAVANGERSK		tail	1220	tail	spuːʁ	tail:Ae	
STAVANGERSK		tail	1220	tail	spuːʁ	tail:Ae	
STAVANGERSK		tail	1220	tail	ˈʋèːlə	tail:Ad	
OLD_SWEDISH		tail	1220	tail	ˈstjærter	tail:B	
OLD_SWEDISH		tail	1220	tail	ˈhaːli	tail:K	
OLD_SWEDISH		tail	1220	tail	ˈvæːle	tail:Ad	
OLD_SWEDISH		tail	1220	tail	ˈspoːrðer	tail:Ae	
SWEDISH	swe	tail	1220	tail	svans	tail:N	
SWEDISH	swe	tail	1220	tail	ɧæʈː	tail:B	
ELFDALIAN	qov	tail	1220	tail	ˈɔ̀lɔ	tail:K	
ELFDALIAN	qov	tail	1220	tail	ˈrʉ̀mpɑ	tail:Y	
DANISH	dan	tail	1220	tail	ˈsd̥jæɐ̠ˀd	tail:B	
DANISH	dan	tail	1220	tail	ˈhɛ:lə	tail:K	
DANISH_FJOLDE		tail	1220	tail	sxæɹd	tail:B	
GUTNISH_LAU		tail	1220	tail	ˈrumpo	tail:Y	
GUTNISH_LAU		tail	1220	tail	stjɛrt	tail:B	
ENGLISH	eng	tail	1220	tail	teɪl	tail:L	
DUTCH	nld	tail	1220	tail	start	tail:B	
GERMAN	deu	tail	1220	tail	ʃvant͜s	tail:N	
LATIN	lat	tail	1220	tail	ˈkau̯da	tail:F	
CATALAN	cat	tail	1220	tail	kua	tail:F	
PORTUGUESE	por	tail	1220	tail	ˈɾaβu	tail:T	
PORTUGUESE	por	tail	1220	tail	ˈkauðɐ	tail:F	
SPANISH	spa	tail	1220	tail	kola	tail:F	
FRENCH	fra	tail	1220	tail	kø	tail:F	
ITALIAN	ita	tail	1220	tail	koda	tail:F	
OLD_IRISH	sga	tail	1220	tail	erball	tail:O	
OLD_IRISH	sga	tail	1220	tail	los	tail:G	
MIDDLE_CORNISH	cor	tail	1220	tail	lɔ:st	tail:G	
ANCIENT_GREEK	grc	die	1494	die	apo-tʰnɛ́ːjskɔː	die:D	
GREEK	ell	die	1494	die	pe̞ˈθe̞no̞	die:D	
CLASSICAL_ARMENIAN	xcl	die	1494	die	mɛr-ɑn-i-m	die:A	
ARMENIAN_EASTERN	hye	die	1494	die	mɛrˈnɛl	die:A	
OSSETIC	oss	die	1494	die	mælɨn	die:A	
OSSETIC_IRON	oss	die	1494	die	mɐl-	die:A	
OSSETIC_DIGOR	oss	die	1494	die	mɐl-	die:A	
ASSAMESE	asm	die	1494	die	mar-	die:A	
ORIYA	ori	die	1494	die	mɔr-	die:A	
BIHARI	mai	die	1494	die	mərəb	die:A	
MAGAHI	mag	die	1494	die	mərnɑ	die:A	
URDU	urd	die	1494	die	məɾnə	die:A	
MARATHI	mar	die	1494	die	məɾɳe	die:A	
OLD_CHURCH_SLAVONIC	chu	die	1494	die	umræti	die:A	
SERBO-CROATIAN	srp	die	1494	die	ˈǔmirati	die:A	
BULGARIAN	bul	die	1494	die	uˈmirəm	die:A	
MACEDONIAN	mkd	die	1494	die	ˈumiram	die:A	
RUSSIAN	rus	die	1494	die	umʲiratʲ	die:A	
POLISH	pol	die	1494	die	uˈmjɛraʨ	die:A	
BELARUSIAN	bel	die	1494	die	pamʲiˈratsʲ	die:A	
UKRAINIAN	ukr	die	1494	die	umɪˈratɪ	die:A	
SLOVAK	slk	die	1494	die	ˈumiɛrac	die:A	
CZECH	ces	die	1494	die	ˈumiːrat	die:A	
SORBIAN_UPPER	hsb	die	1494	die	mʀɪtʃ	die:A	
SORBIAN_LOWER	dsb	die	1494	die	mrʲɪɕ	die:A	
SLOVENIAN	slv	die	1494	die	ˈmrěːti	die:A	
OLD_NORSE	non	die	1494	die	ˈdɛyja	die:B	
OLD_NORSE	non	die	1494	die	ˈandask	die:F	
ICELANDIC	isl	die	1494	die	ˈd̥eiːja	die:B	
ICELANDIC	isl	die	1494	die	ˈand̥ast	die:F	
FAROESE	fao	die	1494	die	ˈand̥ast	die:F	
FAROESE	fao	die	1494	die	ˈd̥ɔd̥ʒːa	die:B	
NORWEGIAN_RIKSMAL	nor	die	1494	die	døː	die:B	
STAVANGERSK		die	1494	die	dœɪ	die:B	
OLD_SWEDISH		die	1494	die	ˈdøjːa	die:B	
